equipment:flexequip:transfer-belts,Transfer belts,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/transfer-belts,Transfer belts - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Transfer belts # Transfer belts ### Transfer belt – Velcro fastening ### Transfer belt - clip fastening ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:turntables,Turntables,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/turntables,Turntables - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Turntables # Turntables ### Turntable ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only - Shower commode - attendant - Shower,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:resmed-homecare-stand---eq6981,ResMed homecare stand - EQ6981,armchairs,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/armchairs/one-off-specialised-armchairs-for-flexequip-ndis-bundle-participants-only/resmed-homecare-stand-eq6981,ResMed homecare stand - EQ6981 - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Armchairs - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - ResMed homecare stand - EQ6981 # ResMed homecare stand - EQ6981 http://schema.org/OutOfStock Add to Referral - ONE ONLY in library - Not available for individual rental FlexEquip returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent rental. ResMed homecare stand as,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:electric-wheelchair-basic---rear-wheel-drive-whill-model-c---eq6984,Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984,armchairs,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/armchairs/one-off-specialised-armchairs-for-flexequip-ndis-bundle-participants-only/electric-wheelchair-basic-rear-wheel-drive-whill-model-c-eq6984,Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984 - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Armchairs - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984 # Electric wheelchair basic - rear wheel drive Whill Model C - EQ6984 http://schema.org/OutOfStock Add to Referral - Not available for individual rental FlexEquip items are checked and cleaned according to,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode---self-propelled-–-shower-buddy---eq7449,Shower commode - Self Propelled – Shower Buddy - EQ7449,armchairs,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/armchairs/one-off-specialised-armchairs-for-flexequip-ndis-bundle-participants-only/shower-commode-self-propelled-shower-buddy-eq7449,Shower commode - Self Propelled – Shower Buddy - EQ7449 - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Armchairs - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Shower commode - Self Propelled – Shower Buddy - EQ7449 # Shower commode - Self Propelled – Shower Buddy - EQ7449 http://schema.org/OutOfStock Add to Referral - ONE ONLY in library - Not available for NDIS individual rental FlexEquip returned items are checked and cleaned according,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:bedside-commode-chair,Bedside commode chair,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/bedside-commode-chair/bedside-commode-chair,Bedside commode chair - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Bedside commode chair # Bedside commode chair http://schema.org/OutOfStock Add to Referral Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included - Key features - Additional Information -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:over-toilet-aid,Over toilet aid,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/over-toilet-aid-toilet-surround/over-toilet-aid,Over toilet aid - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Over toilet aid/Toilet surround - Over toilet aid # Over toilet aid http://schema.org/OutOfStock Size: * --- Please Select --- Standard Wide 50cm Add to Referral - Limited stock in wide size Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:toilet-surround,Toilet surround,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/over-toilet-aid-toilet-surround/toilet-surround,Toilet surround - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Over toilet aid/Toilet surround - Toilet surround # Toilet surround http://schema.org/OutOfStock Size: * --- Please Select --- Standard Wide 52cm Add to Referral - Limited stock in wide size Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-chair,Shower chair,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-chair-shower-stool/shower-chair,Shower chair - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower chair/Shower stool - Shower chair # Shower chair http://schema.org/OutOfStock Size: * --- Please Select --- Standard Wide 53cm Add to Referral - Limited stock in wide size Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-stool,Shower stool,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-chair-shower-stool/shower-stool,Shower stool - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower chair/Shower stool - Shower stool # Shower stool http://schema.org/OutOfStock Size: * --- Please Select --- Standard Bariatric Add to Referral - Limited stock in bariatric size Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode-accessory---roho-commode-cushion---eq6605,Shower commode Accessory - Roho Commode Cushion - EQ6605,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/one-off-specialised-shower-commodes-for-flexequip-ndis-bundle-participants-only/shower-commode-accessory-roho-commode-cushion-eq6605,Shower commode Accessory - Roho Commode Cushion - EQ6605 - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only - Shower commode Accessory - Roho Commode Cushion - EQ6605 # Shower commode Accessory - Roho Commode Cushion - EQ6605 http://schema.org/OutOfStock Add to Referral - ONE ONLY in library - Not available for individual rental. Available to NDIS participants access the bundle only.,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode---attendant---aquatec,Shower commode - attendant - Aquatec,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes-copy/shower-commode-attendant-aquatec,Shower commode - attendant - Aquatec - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - attendant - Shower commode - attendant - Aquatec # Shower commode - attendant - Aquatec http://schema.org/OutOfStock Size: * --- Please Select --- 48cm Add to Referral FlexEquip items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included - Key,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode---attendant---kcare,Shower commode - attendant - KCare,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes-copy/shower-commode-attendant-kcare,Shower commode - attendant - KCare - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - attendant - Shower commode - attendant - KCare # Shower commode - attendant - KCare http://schema.org/OutOfStock Size: * --- Please Select --- 40cm 44.5cm Add to Referral - Limited stock in petite size Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode-accessory---aquatec-soft-backrest-insert,Shower Commode Accessory - Aquatec Soft Backrest Insert,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes-copy/shower-commode-accessory-aquatec-soft-backrest-insert,Shower Commode Accessory - Aquatec Soft Backrest Insert - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - attendant - Shower Commode Accessory - Aquatec Soft Backrest Insert # Shower Commode Accessory - Aquatec Soft Backrest Insert http://schema.org/OutOfStock Add to Referral - Limited stock in store. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode-accessory---aquatec-soft-seat-insert,Shower Commode Accessory - Aquatec Soft Seat Insert,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes-copy/shower-commode-accessory-aquatec-soft-seat-insert,Shower Commode Accessory - Aquatec Soft Seat Insert - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - attendant - Shower Commode Accessory - Aquatec Soft Seat Insert # Shower Commode Accessory - Aquatec Soft Seat Insert http://schema.org/OutOfStock Add to Referral - Limited stock in store. FlexEquip items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode---self-propelled,Shower commode - self-propelled,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commode-self-propelled/shower-commode-self-propelled,Shower commode - self-propelled - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - self propelled - Shower commode - self-propelled # Shower commode - self-propelled http://schema.org/OutOfStock Size: * --- Please Select --- 44.5cm Add to Referral Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode---tilt-in-space---aquatec,Shower commode - tilt-in-space - Aquatec,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes/shower-commode-tilt-in-space-aquatec,Shower commode - tilt-in-space - Aquatec - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - tilt in space - Shower commode - tilt-in-space - Aquatec # Shower commode - tilt-in-space - Aquatec http://schema.org/OutOfStock Size: * --- Please Select --- 48cm Add to Referral FlexEquip items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode---tilt-in-space---kcare,Shower commode - tilt-in-space - KCare,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes/shower-commode-tilt-in-space-kcare,Shower commode - tilt-in-space - KCare - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - tilt in space - Shower commode - tilt-in-space - KCare # Shower commode - tilt-in-space - KCare http://schema.org/OutOfStock Size: * --- Please Select --- 40cm 44.5cm 50cm Add to Referral - Limited stock in petite and bariatric sizes Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode-accessory---aquatec-soft-backrest-insert,Shower Commode Accessory - Aquatec Soft Backrest Insert,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes/shower-commode-accessory-aquatec-soft-backrest-insert,Shower Commode Accessory - Aquatec Soft Backrest Insert - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - tilt in space - Shower Commode Accessory - Aquatec Soft Backrest Insert # Shower Commode Accessory - Aquatec Soft Backrest Insert http://schema.org/OutOfStock Add to Referral - Limited stock in store. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode-accessory---aquatec-ocean-ergo-laterals,Shower Commode Accessory - Aquatec Ocean Ergo Laterals,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes/shower-commode-accessory-aquatec-ocean-ergo-laterals,Shower Commode Accessory - Aquatec Ocean Ergo Laterals - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - tilt in space - Shower Commode Accessory - Aquatec Ocean Ergo Laterals # Shower Commode Accessory - Aquatec Ocean Ergo Laterals http://schema.org/OutOfStock Add to Referral - Limited stock in store. - Laterals must be fitted and positioned by referring therapist FlexEquip items are loaned or rented for short to medium-term use.,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:shower-commode-accessory---aquatec-soft-seat-insert,Shower Commode Accessory - Aquatec Soft Seat Insert,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/shower-commode-tilt-in-space-copy/shower-commodes/shower-commode-accessory-aquatec-soft-seat-insert,Shower Commode Accessory - Aquatec Soft Seat Insert - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Shower commode - Shower commode - tilt in space - Shower Commode Accessory - Aquatec Soft Seat Insert # Shower Commode Accessory - Aquatec Soft Seat Insert http://schema.org/OutOfStock Add to Referral - Limited stock in store. FlexEquip items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental.,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:sliding-transfer-bench,Sliding transfer bench,bathroom,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/bathroom/transfer-bench-sliding/sliding-transfer-bench,Sliding transfer bench - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Bathroom - Transfer bench - sliding - Sliding transfer bench # Sliding transfer bench http://schema.org/OutOfStock Add to Referral Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included - Key,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:bed---electric,Bed - electric,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/bed-electric,"Bed - electric - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Bed - electric # Bed - electric http://schema.org/OutOfStock Size: * --- Please Select --- Single King Single Single with foot extension King Single with foot extension Add to Referral - bed rails not provided - mattress - to be requested seperately - For king single beds , A justification report on the urgency of need and why an alternative","Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:bed-cradle,Bed Cradle,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/bed-cradle,Bed Cradle - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Bed Cradle # Bed Cradle http://schema.org/OutOfStock Add to Referral Items may vary from Illustration. FlexEquip items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included - A bed cradle is designed to keep bed linen off the lower limbs. - Included: ### Assistive Technology - Armchairs,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:bedside-commode-chair,Bedside commode chair,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/bedside-commode-chair,Bedside commode chair - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Bedside commode chair # Bedside commode chair http://schema.org/OutOfStock Add to Referral Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included - Key features -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress---foam-medical-grade,Mattress - foam medical grade,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-foam-medical-grade,Mattress - foam medical grade - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress - foam medical grade # Mattress - foam medical grade http://schema.org/OutOfStock Size: * --- Please Select --- Single King Single Add to Referral FlexEquip Foam mattresses are only to be used with FlexEquip beds Items may vary from Illustration. Limits apply. These FlexEquip items are porvided for short-term use only. The returned items are checked and,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress-overlay---alternating-air---high-profile,Mattress overlay - alternating air - high profile,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-overlay-alternating-air-high-profile,Mattress overlay - alternating air - high profile - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress overlay - alternating air - high profile # Mattress overlay - alternating air - high profile http://schema.org/OutOfStock Size: * --- Please Select --- Single King Single Add to Referral Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress-overlay---roho,Mattress overlay - Roho,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-overlay-roho,Mattress overlay - Roho - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress overlay - Roho # Mattress overlay - Roho http://schema.org/OutOfStock Add to Referral - Air inflation needs to be checked daily to ensure correct pressure support. Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress-overlay---roho-foot-extension-section,Mattress overlay - Roho foot extension section,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-overlay-roho-foot-extension-section,Mattress overlay - Roho foot extension section - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress overlay - Roho foot extension section # Mattress overlay - Roho foot extension section http://schema.org/OutOfStock Add to Referral - Air inflation needs to be checked daily to ensure correct pressure support. Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress-overlay---roho-width-extension-sections-set,Mattress overlay - Roho width extension sections set,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-overlay-roho-width-extension-sections-set,Mattress overlay - Roho width extension sections set - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress overlay - Roho width extension sections set # Mattress overlay - Roho width extension sections set http://schema.org/OutOfStock Add to Referral - For use with a FlexEquip standard Roho mattress overlay set only - Limited stock in store - Air inflation needs to be checked daily to ensure correct pressure support. Items may vary,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress-replacement-system---alternating-air---high-profile,Mattress replacement system - alternating air - high profile,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-replacement-system-alternating-air-high-profile,Mattress replacement system - alternating air - high profile - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress replacement system - alternating air - high profile # Mattress replacement system - alternating air - high profile http://schema.org/OutOfStock Size: * --- Please Select --- Single King Single Add to Referral - Very limited stock in store - A justification report on the urgency of need and why an alternative mattress does,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress-replacement-system---hybrid-foam-air-high-level,Mattress replacement system - hybrid foam/air high level,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/mattress-replacement-system-hybrid-foam-air-high-level,Mattress replacement system - hybrid foam/air high level - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Mattress replacement system - hybrid foam/air high level # Mattress replacement system - hybrid foam/air high level http://schema.org/OutOfStock Size: * --- Please Select --- Single King Single Add to Referral - A justification report on the urgency of need and why an alternative mattress does not meet the participants needs will be requested by,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:over-bed-pole,Over bed pole,beds_and_bed_equipment,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/beds-and-bed-equipment/over-bed-pole,Over bed pole - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Beds and bed equipment - Over bed pole # Over bed pole http://schema.org/OutOfStock Add to Referral Items may vary from Illustration. Limits apply. FlexEquip items are loaned or rented for short to medium-term use. The returned items are checked and cleaned according to a strict cleaning protocol by FlexEquip staff prior to subsequent loan or rental. - Description - Included - Key features -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
